occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family
1262230,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Provence-Alpes-Cote d'Azur,5.5117,43.5228,Saurischia,Titanosauridae
1262231,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Provence-Alpes-Côte d'Azur,6.180197,43.567059,Saurischia,Titanosauridae
1263261,Dryptosaurus,carnivorous,large theropod,6.4,83.6,72.1,New Jersey,-74.384605,40.282635,Saurischia,
1264870,Megalosaurus,carnivorous,large theropod,9.0,145.0,139.8,Castilla y Leon,-2.386708,42.061131,Saurischia,Megalosauridae
1264879,Megalosaurus,carnivorous,large theropod,9.0,145.0,139.8,Castilla y Leon,-2.386708,42.061131,Saurischia,Megalosauridae
1264881,Megalosaurus,carnivorous,large theropod,9.0,145.0,139.8,Castilla y Leon,-2.386708,42.061131,Saurischia,Megalosauridae
1264883,Megalosaurus,carnivorous,large theropod,9.0,145.0,139.8,Castilla y Leon,-2.386708,42.061131,Saurischia,Megalosauridae
1264894,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Utah,-109.741203,38.710346,Saurischia,Diplodocidae
1265057,Diplodocus,herbivorous,sauropod,26.0,150.8,145.0,Utah,-109.300552,40.441387,Saurischia,Diplodocidae
1265058,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-106.07917,41.901386,Saurischia,Diplodocidae
1265063,Galeamopus,,,,157.3,145.0,Colorado,-105.224701,38.539501,Saurischia,Diplodocidae
1265066,Brontosaurus,herbivorous,sauropod,22.0,155.7,145.0,Oklahoma,-102.824997,36.897499,Saurischia,Diplodocidae
1267014,Deinocheirus,omnivorous,large theropod,10.0,100.5,89.8,Omnogov,107.874443,43.612221,Saurischia,
1267017,Gallimimus,omnivorous,large theropod,6.0,72.1,66.0,Omnogov,100.359718,43.482777,Saurischia,Ornithomimidae
1267112,Gallimimus,omnivorous,large theropod,6.0,100.5,66.0,Omnogov,100.140282,43.852501,Saurischia,Ornithomimidae
1267119,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,100.46167,43.483891,Saurischia,Tyrannosauridae
1269297,Yi,,,,166.1,157.3,Hebei,119.366699,40.483334,Saurischia,Scansoriopterygidae
1269303,Itemirus,,,,89.8,86.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae
1269304,Itemirus,,,,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae
1269305,Itemirus,,,,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae
1269306,Itemirus,,,,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae
1269307,Itemirus,,,,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Dromaeosauridae
1269345,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,101.050003,43.501667,Saurischia,Tyrannosauridae
1269348,Gallimimus,omnivorous,large theropod,6.0,72.1,66.0,Omnogov,101.050003,43.501667,Saurischia,Ornithomimidae
1269349,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,101.050003,43.501667,Saurischia,Tyrannosauridae
1269836,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,100.503891,43.598057,Saurischia,Tyrannosauridae
1271456,Mononykus,carnivorous,small theropod,1.0,83.5,66.0,Omnogov,99.801392,43.482777,Saurischia,
1271464,Shuvuuia,omnivorous,small theropod,0.6,83.6,72.1,Omnogov,103.288887,44.232777,Saurischia,
1271469,Velociraptor,carnivorous,small theropod,1.8,83.6,72.1,Omnogov,103.288887,44.232777,Saurischia,Dromaeosauridae
1272883,Saurornithoides,carnivorous,small theropod,3.0,83.5,66.0,Omnogov,99.82917,43.316387,Saurischia,Troodontidae
1273405,Pelorosaurus,herbivorous,sauropod,25.0,140.2,136.4,England,-0.172222,51.086388,Saurischia,
1273542,Ingenia,,,,72.1,66.0,Omnogov,99.833054,43.474724,Saurischia,Oviraptoridae
1273550,Avimimus,omnivorous,small theropod,1.5,72.1,66.0,Omnogov,100.011108,43.86639,Saurischia,
1273551,Mononykus,carnivorous,small theropod,1.0,72.1,66.0,Omnogov,100.011108,43.86639,Saurischia,
1273730,Velociraptor,carnivorous,small theropod,1.8,83.6,72.1,Dornogov,107.843613,43.663334,Saurischia,Dromaeosauridae
1276848,Rukwatitan,,,,125.0,93.9,,32.700001,-8.7,Saurischia,
1278687,Lirainosaurus,,,,83.5,70.6,Provence-Alpes-Côte d'Azur,6.110604,43.604431,Saurischia,
1278688,Lirainosaurus,,,,83.5,70.6,Languedoc-Roussillon,2.2,42.9137,Saurischia,
1278689,Ampelosaurus,herbivorous,sauropod,15.0,83.5,70.6,Provence-Alpes-Cote d'Azur,5.612007,43.48801,Saurischia,
1280940,Baryonyx,carnivorous,large theropod,10.0,129.4,125.0,La Rioja,-2.281047,42.145988,Saurischia,Spinosauridae
1282492,Thecodontichnus,,,,228.0,208.5,,10.516975,50.034382,Saurischia,Parachirotheriidae
1283498,Sefapanosaurus,,,,228.0,190.8,Free State,27.083332,-30.299999,Saurischia,
1283554,Megaraptor,,,,93.5,85.8,Neuquén,-68.783333,-38.450001,Saurischia,Megaraptoridae
1284647,Saurichnium,,,,201.3,174.1,Otjozondjupa,16.653521,-21.420189,Saurischia,
1284651,Tetrapodium,,,,201.3,174.1,Otjozondjupa,16.653521,-21.420189,Saurischia,
1284667,Duriatitan,,,,152.1,145.0,England,-0.84,51.84,Saurischia,
1285645,Huanansaurus,,,,83.6,66.0,Jiangxi,114.933334,25.816668,Saurischia,Oviraptoridae
1289605,Eubrontes (Brontozoum),,,,196.5,189.6,Virginia,-77.411385,38.923473,Saurischia,Eubrontidae
1292812,Richardoestesia,carnivorous,small theropod,1.5,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Saurischia,Dromaeosauridae
1292815,Pyroraptor,,,,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Saurischia,Dromaeosauridae
1293849,Eucnemesaurus,,,,228.0,201.3,Eastern Cape,26.910557,-30.884722,Saurischia,Riojasauridae
1294033,Trigonosaurus,,,,70.6,66.0,Minas Gerais,-47.615833,-19.601944,Saurischia,Saltasauridae
1296269,Padillasaurus,,,,130.0,125.45,Ricaurte,-73.551941,5.617778,Saurischia,
1299065,Lufengosaurus,herbivorous,sauropod,6.0,201.3,199.3,Yunnan,102.082504,24.957121,Saurischia,Massospondylidae
1299067,Yunnanosaurus,omnivorous,sauropod,7.0,201.3,199.3,Yunnan,102.082504,24.957121,Saurischia,
1299070,Tapinosaurus,,,,155.7,150.8,Haute-Normandie,0.114471,49.567944,Saurischia,
1299578,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.29957,42.200554,Saurischia,Megalosauridae
1299580,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.29957,42.200554,Saurischia,Megalosauridae
1299586,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.29957,42.200554,Saurischia,Megalosauridae
1299745,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.28049,42.2015,Saurischia,Megalosauridae
1299749,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.28049,42.2015,Saurischia,Megalosauridae
1299753,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.28049,42.2015,Saurischia,Megalosauridae
1299755,Megalosaurus,carnivorous,large theropod,9.0,129.4,125.0,La Rioja,-2.28049,42.2015,Saurischia,Megalosauridae
1299760,Megalosaurus,carnivorous,large theropod,9.0,125.0,113.0,La Rioja,-2.193568,42.126328,Saurischia,Megalosauridae
1302684,Nemegtomaia,,,,83.5,66.0,Omnogov,101.056389,43.505833,Saurischia,Oviraptoridae
1302686,Nemegtomaia,,,,83.5,66.0,Omnogov,101.078331,43.505554,Saurischia,Oviraptoridae
1303313,Dakotaraptor,,,,70.6,66.0,South Dakota,-103.20755,45.233196,Saurischia,Dromaeosauridae
1304903,Hypselosaurus,herbivorous,sauropod,12.0,72.1,66.0,Bouches-du-Rhône,5.699878,43.480824,Saurischia,Titanosauridae
1304978,Plesiothornipus,,,,237.0,201.3,England,-2.757227,53.329395,Saurischia,
1306174,Tachiraptor,,,,201.3,145.0,Tachira,-72.018608,8.151111,Saurischia,
1307509,Caenagnathasia,,,,83.5,70.6,Nei Monggol,112.114113,43.735909,Saurischia,Caenagnathidae
1309967,Sphingopus,,,,247.2,242.0,Swietoryzskie,20.865883,51.029785,Saurischia,Parachirotheriidae
1310624,Notocolossus,,,,89.3,83.5,Mendoza,-69.375999,-37.061214,Saurischia,
1310625,Notocolossus,,,,89.3,83.5,Mendoza,-69.375999,-37.061214,Saurischia,
1310933,Tiantaisaurus,,,,105.3,99.6,Zhejiang,120.761398,29.09556,Saurischia,Therizinosauridae
1311443,Dracoraptor,,,,201.3,199.3,Wales,-3.169722,51.406387,Saurischia,
1315654,Viavenator,,,,86.3,83.6,Neuquén,-69.218697,-37.522335,Saurischia,Abelisauridae
1317657,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Utah,-109.223335,40.405556,Saurischia,
1317658,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Utah,-109.223335,40.405556,Saurischia,Diplodocidae
1317661,Allosaurus,carnivorous,large theropod,12.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,Allosauridae
1317662,Camarasaurus,herbivorous,sauropod,23.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,
1317663,Diplodocus,herbivorous,sauropod,26.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,Diplodocidae
1317666,Barosaurus,herbivorous,sauropod,24.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Diplodocidae
1317667,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Allosauridae
1317668,Camarasaurus,herbivorous,sauropod,23.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,
1317669,Diplodocus,herbivorous,sauropod,26.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Diplodocidae
1317670,Apatosaurus,herbivorous,sauropod,21.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Diplodocidae
1317673,Camarasaurus,herbivorous,sauropod,23.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,
1317674,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Allosauridae
1320129,Deinonychus,carnivorous,small theropod,3.0,113.0,100.5,Montana,-108.729599,45.487,Saurischia,Dromaeosauridae
1320130,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Colorado,-103.676201,37.5322,Saurischia,
1320131,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-103.676201,37.5322,Saurischia,Allosauridae
1320133,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-108.391647,40.455929,Saurischia,Allosauridae
1326608,Sarmientosaurus,,,,100.5,89.8,Chubut,-69.183334,-44.76667,Saurischia,
1327342,Kalohipus,,,,145.0,139.8,Castilla y Leon,-2.376556,42.058052,Saurischia,
1327346,Coelophysis,carnivorous,small theropod,2.0,228.0,201.3,Colorado,-108.907349,38.293118,Saurischia,
1327680,Ornithomimus,omnivorous,large theropod,4.0,83.5,70.6,Delaware,-75.650558,39.555,Saurischia,Ornithomimidae
1327771,Laplatasaurus,,,,83.5,66.0,Río Negro,-68.066673,-38.816669,Saurischia,Titanosauridae
1327778,Neuquensaurus,,,,100.5,72.1,Río Negro,-68.516701,-39.733299,Saurischia,Saltasauridae
1328243,Shanyangosaurus,,,,72.1,66.0,Shaanxi,109.901367,33.65221,Saurischia,
1328397,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,100.366669,43.479168,Saurischia,Tyrannosauridae
1328398,Tarbosaurus,carnivorous,large theropod,10.0,83.5,66.0,Omnogov,101.275002,43.491669,Saurischia,Tyrannosauridae
1330170,Coelophysis,carnivorous,small theropod,2.0,237.0,208.5,Texas,-101.138519,33.606396,Saurischia,
1330171,Caseosaurus,,,,237.0,208.5,Texas,-101.138519,33.606396,Saurischia,Herrerasauridae
1330768,Mamenchisaurus,herbivorous,sauropod,22.0,152.1,145.0,Govi-Altay,95.811943,44.072224,Saurischia,Mamenchisauridae
1330779,Mamenchisaurus,herbivorous,sauropod,22.0,152.1,145.0,Govi-Altay,95.811943,44.072224,Saurischia,Mamenchisauridae
1330788,Mamenchisaurus,herbivorous,sauropod,22.0,152.1,145.0,Govi-Altay,95.811943,44.072224,Saurischia,Mamenchisauridae
1330791,Mamenchisaurus,herbivorous,sauropod,22.0,152.1,145.0,Govi-Altay,95.811943,44.072224,Saurischia,Mamenchisauridae
1330800,Mamenchisaurus,herbivorous,sauropod,22.0,152.1,145.0,Govi-Altay,95.811943,44.072224,Saurischia,Mamenchisauridae
1331290,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.350998,50.786098,Saurischia,Troodontidae
1331291,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.500397,50.727901,Saurischia,Troodontidae
1331292,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.546402,50.742401,Saurischia,Troodontidae
1331293,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.477402,50.742401,Saurischia,Troodontidae
1331294,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.569397,50.822399,Saurischia,Troodontidae
1331295,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.510002,50.778,Saurischia,Troodontidae
1331296,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.510002,50.778,Saurischia,Troodontidae
1331516,Alamosaurus,herbivorous,sauropod,21.0,70.6,66.0,New Mexico,-108.084198,36.343899,Saurischia,Saltasauridae
1331532,Mussaurus,herbivorous,sauropod,3.0,228.0,208.5,Santa Cruz,-69.5,-48.083332,Saurischia,
1333016,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,99.833054,43.474724,Saurischia,Tyrannosauridae
1333017,Therizinosaurus,herbivorous,large theropod,10.0,72.1,66.0,Omnogov,99.833054,43.474724,Saurischia,Therizinosauridae
1333030,Velociraptor,carnivorous,small theropod,1.8,83.6,72.1,Omnogov,99.599998,43.299999,Saurischia,Dromaeosauridae
1333293,Avimimus,omnivorous,small theropod,1.5,83.6,72.1,Omnogov,102.166664,42.083332,Saurischia,
1333488,Subtiliolithus,,,,70.6,66.0,Ovorhangai,99.926941,43.720554,Saurischia,Subtiliolithidae
1334114,Laplatasaurus,,,,83.6,66.0,Río Negro,-57.248001,-33.001099,Saurischia,Titanosauridae
1334981,Massospondylus,omnivorous,sauropod,4.0,201.3,190.8,Matabeleland South,29.566,-22.13658,Saurischia,Massospondylidae
1337487,Nemegtosaurus,herbivorous,sauropod,13.0,83.6,66.0,Omnogov,101.047775,43.503334,Saurischia,Nemegtosauridae
1337488,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.047775,43.502499,Saurischia,Ornithomimidae
1337490,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.04583,43.503056,Saurischia,Ornithomimidae
1337491,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.029846,43.519463,Saurischia,Ornithomimidae
1337634,Taurovenator,,,,99.6,89.3,Río Negro,-68.617775,-39.397778,Saurischia,Carcharodontosauridae
1337637,Aoniraptor,,,,99.6,89.3,Río Negro,-68.617775,-39.397778,Saurischia,Neovenatoridae
1338362,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.045555,43.515556,Saurischia,Ornithomimidae
1338363,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.045555,43.516388,Saurischia,Tyrannosauridae
1338364,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.052498,43.504723,Saurischia,Tyrannosauridae
1338365,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.053612,43.502499,Saurischia,Tyrannosauridae
1338366,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.051109,43.499443,Saurischia,Ornithomimidae
1338367,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.029724,43.52639,Saurischia,Tyrannosauridae
1338409,Elmisaurus,,,,83.6,66.0,Omnogov,101.04361,43.528057,Saurischia,Caenagnathidae
1338410,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.041389,43.529167,Saurischia,Tyrannosauridae
1338411,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.032219,43.528057,Saurischia,Tyrannosauridae
1338412,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.04583,43.513058,Saurischia,Ornithomimidae
1338418,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.036392,43.538055,Saurischia,Ornithomimidae
1338419,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,101.037781,43.539722,Saurischia,Ornithomimidae
1338420,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,101.031387,43.520557,Saurischia,Tyrannosauridae
1338568,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,100.360558,43.481945,Saurischia,Ornithomimidae
1338569,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,100.374809,43.44128,Saurischia,Ornithomimidae
1338652,Gallimimus,omnivorous,large theropod,6.0,83.6,66.0,Omnogov,100.457222,43.597221,Saurischia,Ornithomimidae
1338653,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,100.455833,43.604721,Saurischia,Tyrannosauridae
1338654,Tarbosaurus,carnivorous,large theropod,10.0,83.6,66.0,Omnogov,100.452225,43.601391,Saurischia,Tyrannosauridae
1338877,Apatoraptor,,,,83.5,70.6,Alberta,-112.806282,51.490768,Saurischia,Caenagnathidae
1338889,Velocisaurus,,,,86.3,83.6,Río Negro,-67.632317,-39.117722,Saurischia,Noasauridae
1340581,Antarctosaurus,herbivorous,sauropod,18.0,72.1,66.0,Madhya Pradesh,79.949997,23.166668,Saurischia,
1341984,Hulsanpes,,,,83.6,72.1,Omnogov,101.125427,43.499592,Saurischia,
1342709,Microraptor,carnivorous,small theropod,0.8,125.0,113.0,Liaoning,119.683296,40.650002,Saurischia,Dromaeosauridae
1342718,Eosauropus,,,,228.0,208.5,New Mexico,-103.152702,36.937901,Saurischia,
1342719,Eosauropus,,,,228.0,201.3,Colorado,-108.948746,40.513054,Saurischia,
1342720,Eosauropus,,,,228.0,208.5,Colorado,-108.914368,38.646606,Saurischia,
1344156,Austroposeidon,,,,83.6,66.0,São Paulo,-51.442501,-22.117779,Saurischia,
1345728,Tototlmimus,,,,83.6,72.1,Sonora,-110.357841,31.263472,Saurischia,Ornithomimidae
1345735,Allosaurus,carnivorous,large theropod,12.0,99.6,89.3,Kumamoto,130.844238,32.742764,Saurischia,Allosauridae
1345736,Allosaurus,carnivorous,large theropod,12.0,99.6,89.3,Kumamoto,130.850861,32.748486,Saurischia,Allosauridae
1346460,Savannasaurus,,,,105.3,89.3,Queensland,143.089172,-22.348333,Saurischia,
1347070,Megalosauropus,,,,155.7,150.8,Nordrhein-Westfalen,8.709167,52.292778,Saurischia,
1347074,Allosaurus,carnivorous,large theropod,12.0,155.7,150.8,Nordrhein-Westfalen,8.709167,52.292778,Saurischia,Allosauridae
1347075,Megalosaurus,carnivorous,large theropod,9.0,155.7,150.8,Nordrhein-Westfalen,8.709167,52.292778,Saurischia,Megalosauridae
1347079,Brachiosaurus,herbivorous,sauropod,30.0,155.7,150.8,Nordrhein-Westfalen,8.709167,52.292778,Saurischia,Brachiosauridae
1347086,Camarasaurus,herbivorous,sauropod,23.0,155.7,150.8,Nordrhein-Westfalen,8.709167,52.292778,Saurischia,
1347762,Buriolestes,,,,237.0,208.5,Rio Grande do Sul,-53.435833,-29.658611,Saurischia,
1347766,Tongtianlong,,,,72.1,66.0,Jiangxi,115.0,25.86861,Saurischia,Oviraptoridae
1347923,Irenesauripus,,,,83.5,70.6,Lubelskie,23.07,50.54361,Saurischia,
1347924,Velociraptorichnus,,,,83.5,70.6,Lubelskie,23.063057,50.513058,Saurischia,Dromaeopodidae
1347925,Macropodosaurus,,,,83.5,70.6,Lubelskie,23.063057,50.513058,Saurischia,
1347926,Saurexallopus,,,,83.5,70.6,Lubelskie,23.063057,50.513058,Saurischia,
1347949,Ornithomimipus,,,,125.0,113.0,Virginia,-77.421112,38.262501,Saurischia,Ornithomimipodidae
1350012,Chuandongocoelurus,,,,170.3,163.5,Sichuan,104.852501,29.411388,Saurischia,
1350013,Adasaurus,,,,72.1,66.0,Omnogov,99.599998,43.540001,Saurischia,Dromaeosauridae
1350015,Segnosaurus,carnivorous,large theropod,4.0,100.5,89.8,Omnogov,107.518059,43.144169,Saurischia,Therizinosauridae
1350466,Tyrannosaurus,carnivorous,large theropod,12.0,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Tyrannosauridae
1350467,Pectinodon,,,,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Troodontidae
1350468,Paronychodon,carnivorous,large theropod,5.0,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Troodontidae
1350469,Dromaeosaurus,carnivorous,small theropod,1.8,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Dromaeosauridae
1350470,Saurornitholestes,carnivorous,small theropod,1.5,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Dromaeosauridae
1350471,Richardoestesia,carnivorous,small theropod,1.5,72.1,66.0,Montana,-105.080002,45.66,Saurischia,Dromaeosauridae
1350643,Wiehenvenator,,,,164.7,161.2,Northrhine Westphalia,8.814444,52.25861,Saurischia,Megalosauridae
1355319,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-111.56308,50.724758,Saurischia,Troodontidae
1356022,Triunfosaurus,,,,145.0,130.0,Paraíba,-38.540279,-6.698056,Saurischia,
1358686,Tetrasauropus,,,,237.0,201.3,Utah,-109.256828,40.434498,Saurischia,
1358693,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-108.728333,39.15889,Saurischia,Allosauridae
1359054,Tetrasauropus,,,,228.0,208.5,New Mexico,-103.350899,36.894199,Saurischia,
1359055,Pseudotetrasauropus,,,,228.0,208.5,New Mexico,-103.350899,36.894199,Saurischia,
1359058,Pseudotetrasauropus,,,,237.0,201.3,Utah,-109.256828,40.434498,Saurischia,
1359070,Otozoum,,,,190.8,174.1,Utah,-111.201294,37.033134,Saurischia,Otozoidae
1360630,Allosaurus,carnivorous,large theropod,12.0,152.1,145.0,Lisboa,-9.404722,39.087502,Saurischia,Allosauridae
1360632,Torvosaurus,carnivorous,large theropod,10.0,155.7,145.0,Lisboa,-9.343889,39.216667,Saurischia,Megalosauridae
1360633,Daspletosaurus,carnivorous,large theropod,9.0,83.6,72.1,Montana,-112.582832,47.634678,Saurischia,Tyrannosauridae
1363628,Galeamopus,,,,157.3,145.0,Wyoming,-106.048615,42.017776,Saurischia,Diplodocidae
1363629,Galeamopus,,,,157.3,152.1,Wyoming,-107.816666,44.650002,Saurischia,Diplodocidae
1363663,Tengrisaurus,,,,130.0,113.0,Buryat,106.274719,51.195557,Saurischia,
1364692,Saurophaganax,carnivorous,large theropod,12.0,155.7,145.0,Oklahoma,-102.824997,36.897499,Saurischia,Allosauridae
1364951,Megalosauropus,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1364952,Megalosauropus,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1364953,Megalosauropus,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1364954,Yangtzepus,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1364955,Yangtzepus,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1364960,Oobardjidama,,,,139.8,125.0,Western Australia,122.142029,-17.489502,Saurischia,
1365954,Deuterotetrapous,,,,247.2,242.0,England,-1.349473,52.945992,Saurischia,
130209,Chaoyangsaurus,herbivorous,ceratopsian,1.1,150.8,132.9,Liaoning,123.966698,42.9333,Ornithischia,Chaoyangsauridae
139251,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.528931,50.737297,Ornithischia,Ceratopsidae
139294,Gryposaurus,herbivorous,ornithopod,10.0,83.5,70.6,Alberta,-111.529999,50.77,Ornithischia,Hadrosauridae
139340,Ankylosaurus,herbivorous,armored dinosaur,7.0,72.1,66.0,Montana,-106.569901,47.637699,Ornithischia,Ankylosauridae
147092,Pachycephalosaurus,herbivorous,ornithopod,8.0,72.1,66.0,Montana,-106.227776,47.695831,Ornithischia,Pachycephalosauridae
149599,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-106.389999,42.035831,Ornithischia,Stegosauridae
149860,Hypsilophodon,herbivorous,ornithopod,2.3,130.0,122.46,England,-1.468,50.654499,Ornithischia,Hypsilophodontidae
149981,Scutellosaurus,herbivorous,armored dinosaur,1.2,199.3,182.7,Arizona,-111.027779,35.679169,Ornithischia,
149982,Scutellosaurus,herbivorous,armored dinosaur,1.2,199.3,182.7,Arizona,-111.073608,35.736668,Ornithischia,
149983,Orodromeus,herbivorous,ornithopod,2.0,83.6,72.1,Montana,-112.182777,47.8125,Ornithischia,Thescelosauridae
149984,Maiasaura,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-112.182777,47.8125,Ornithischia,Hadrosauridae
149987,Goyocephale,herbivorous,large theropod,2.0,86.3,66.0,Omnogov,102.066666,48.583332,Ornithischia,
149989,Tethyshadros,,,,83.5,66.0,Friulia-Venezia Giulia,13.588611,45.77861,Ornithischia,
150241,Telmatosaurus,herbivorous,ornithopod,5.0,72.1,66.0,Hunedoara,22.845142,45.603615,Ornithischia,Hadrosauridae
150242,Owenodon,,,,145.0,139.8,Judetul Bihor,22.4,46.950001,Ornithischia,
150248,Valdosaurus,herbivorous,ornithopod,3.0,145.0,139.8,Judetul Bihor,22.4,46.950001,Ornithischia,Dryosauridae
150309,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.565781,50.742214,Ornithischia,Ceratopsidae
150310,Centrosaurus,herbivorous,ceratopsian,6.0,83.6,72.1,Alberta,-111.800003,50.73,Ornithischia,Ceratopsidae
150352,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-105.916199,42.152302,Ornithischia,Stegosauridae
150851,Graciliceratops,herbivorous,ceratopsian,,100.5,83.6,Omnogov,101.331947,43.938889,Ornithischia,
154975,Bagaceratops,herbivorous,ceratopsian,1.0,83.5,70.6,Omnogov,99.75,43.25,Ornithischia,
219965,Iguanodon,herbivorous,ornithopod,10.0,129.4,122.46,Sauerland,3.633333,50.466667,Ornithischia,
219973,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-106.048615,42.017776,Ornithischia,Stegosauridae
219990,Prosaurolophus,herbivorous,ornithopod,7.6,83.6,72.1,Montana,-113.75,48.630001,Ornithischia,Hadrosauridae
219992,Maiasaura,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-113.75,48.633301,Ornithischia,Hadrosauridae
219993,Orodromeus,herbivorous,ornithopod,2.0,83.6,72.1,Montana,-113.75,48.633301,Ornithischia,Thescelosauridae
